,date,store,item,sales
1620,2017-06-09,1,1,16
1621,2017-06-10,1,1,41
1622,2017-06-11,1,1,28
1623,2017-06-12,1,1,23
1624,2017-06-13,1,1,26
1625,2017-06-14,1,1,32
1626,2017-06-15,1,1,30
1627,2017-06-16,1,1,26
1628,2017-06-17,1,1,31
1629,2017-06-18,1,1,38
1630,2017-06-19,1,1,30
1631,2017-06-20,1,1,22
1632,2017-06-21,1,1,26
1633,2017-06-22,1,1,24
1634,2017-06-23,1,1,26
1635,2017-06-24,1,1,30
1636,2017-06-25,1,1,26
1637,2017-06-26,1,1,21
1638,2017-06-27,1,1,32
1639,2017-06-28,1,1,50
1640,2017-06-29,1,1,28
1641,2017-06-30,1,1,28
1642,2017-07-01,1,1,31
1643,2017-07-02,1,1,38
1644,2017-07-03,1,1,18
1645,2017-07-04,1,1,23
1646,2017-07-05,1,1,23
1647,2017-07-06,1,1,31
1648,2017-07-07,1,1,32
1649,2017-07-08,1,1,27
1650,2017-07-09,1,1,32
1651,2017-07-10,1,1,16
1652,2017-07-11,1,1,23
1653,2017-07-12,1,1,29
1654,2017-07-13,1,1,22
1655,2017-07-14,1,1,38
1656,2017-07-15,1,1,40
1657,2017-07-16,1,1,36
1658,2017-07-17,1,1,20
1659,2017-07-18,1,1,26
1660,2017-07-19,1,1,24
1661,2017-07-20,1,1,37
1662,2017-07-21,1,1,27
1663,2017-07-22,1,1,35
1664,2017-07-23,1,1,32
1665,2017-07-24,1,1,27
1666,2017-07-25,1,1,20
1667,2017-07-26,1,1,28
1668,2017-07-27,1,1,35
1669,2017-07-28,1,1,25
1670,2017-07-29,1,1,30
1671,2017-07-30,1,1,26
1672,2017-07-31,1,1,22
1673,2017-08-01,1,1,18
1674,2017-08-02,1,1,19
1675,2017-08-03,1,1,25
1676,2017-08-04,1,1,26
1677,2017-08-05,1,1,35
1678,2017-08-06,1,1,29
1679,2017-08-07,1,1,20
1680,2017-08-08,1,1,28
1681,2017-08-09,1,1,28
1682,2017-08-10,1,1,31
1683,2017-08-11,1,1,25
1684,2017-08-12,1,1,32
1685,2017-08-13,1,1,32
1686,2017-08-14,1,1,26
1687,2017-08-15,1,1,18
1688,2017-08-16,1,1,24
1689,2017-08-17,1,1,21
1690,2017-08-18,1,1,35
1691,2017-08-19,1,1,29
1692,2017-08-20,1,1,27
1693,2017-08-21,1,1,19
1694,2017-08-22,1,1,28
1695,2017-08-23,1,1,26
1696,2017-08-24,1,1,15
1697,2017-08-25,1,1,30
1698,2017-08-26,1,1,38
1699,2017-08-27,1,1,26
1700,2017-08-28,1,1,15
1701,2017-08-29,1,1,21
1702,2017-08-30,1,1,22
1703,2017-08-31,1,1,26
1704,2017-09-01,1,1,38
1705,2017-09-02,1,1,26
1706,2017-09-03,1,1,23
1707,2017-09-04,1,1,12
1708,2017-09-05,1,1,26
1709,2017-09-06,1,1,24
1710,2017-09-07,1,1,29
1711,2017-09-08,1,1,28
1712,2017-09-09,1,1,28
1713,2017-09-10,1,1,30
1714,2017-09-11,1,1,16
1715,2017-09-12,1,1,20
1716,2017-09-13,1,1,13
1717,2017-09-14,1,1,26
1718,2017-09-15,1,1,28
1719,2017-09-16,1,1,27
1720,2017-09-17,1,1,30
1721,2017-09-18,1,1,22
1722,2017-09-19,1,1,21
1723,2017-09-20,1,1,20
1724,2017-09-21,1,1,20
1725,2017-09-22,1,1,28
1726,2017-09-23,1,1,37
1727,2017-09-24,1,1,24
1728,2017-09-25,1,1,14
1729,2017-09-26,1,1,18
1730,2017-09-27,1,1,27
1731,2017-09-28,1,1,23
1732,2017-09-29,1,1,28
1733,2017-09-30,1,1,30
1734,2017-10-01,1,1,21
1735,2017-10-02,1,1,12
1736,2017-10-03,1,1,18
1737,2017-10-04,1,1,15
1738,2017-10-05,1,1,20
1739,2017-10-06,1,1,19
1740,2017-10-07,1,1,22
1741,2017-10-08,1,1,19
1742,2017-10-09,1,1,9
1743,2017-10-10,1,1,23
1744,2017-10-11,1,1,14
1745,2017-10-12,1,1,24
1746,2017-10-13,1,1,23
1747,2017-10-14,1,1,26
1748,2017-10-15,1,1,28
1749,2017-10-16,1,1,19
1750,2017-10-17,1,1,17
1751,2017-10-18,1,1,15
1752,2017-10-19,1,1,26
1753,2017-10-20,1,1,22
1754,2017-10-21,1,1,26
1755,2017-10-22,1,1,32
1756,2017-10-23,1,1,20
1757,2017-10-24,1,1,23
1758,2017-10-25,1,1,22
1759,2017-10-26,1,1,28
1760,2017-10-27,1,1,20
1761,2017-10-28,1,1,22
1762,2017-10-29,1,1,29
1763,2017-10-30,1,1,22
1764,2017-10-31,1,1,24
1765,2017-11-01,1,1,16
1766,2017-11-02,1,1,21
1767,2017-11-03,1,1,18
1768,2017-11-04,1,1,34
1769,2017-11-05,1,1,23
1770,2017-11-06,1,1,17
1771,2017-11-07,1,1,23
1772,2017-11-08,1,1,14
1773,2017-11-09,1,1,21
1774,2017-11-10,1,1,19
1775,2017-11-11,1,1,24
1776,2017-11-12,1,1,27
1777,2017-11-13,1,1,22
1778,2017-11-14,1,1,16
1779,2017-11-15,1,1,19
1780,2017-11-16,1,1,22
1781,2017-11-17,1,1,25
1782,2017-11-18,1,1,31
1783,2017-11-19,1,1,32
1784,2017-11-20,1,1,21
1785,2017-11-21,1,1,29
1786,2017-11-22,1,1,27
1787,2017-11-23,1,1,25
1788,2017-11-24,1,1,22
1789,2017-11-25,1,1,29
1790,2017-11-26,1,1,24
1791,2017-11-27,1,1,10
1792,2017-11-28,1,1,14
1793,2017-11-29,1,1,28
1794,2017-11-30,1,1,15
1795,2017-12-01,1,1,19
1796,2017-12-02,1,1,16
1797,2017-12-03,1,1,31
1798,2017-12-04,1,1,7
1799,2017-12-05,1,1,20
1800,2017-12-06,1,1,17
1801,2017-12-07,1,1,18
1802,2017-12-08,1,1,17
1803,2017-12-09,1,1,27
1804,2017-12-10,1,1,20
1805,2017-12-11,1,1,20
1806,2017-12-12,1,1,13
1807,2017-12-13,1,1,17
1808,2017-12-14,1,1,14
1809,2017-12-15,1,1,16
1810,2017-12-16,1,1,15
1811,2017-12-17,1,1,22
1812,2017-12-18,1,1,19
1813,2017-12-19,1,1,7
1814,2017-12-20,1,1,16
1815,2017-12-21,1,1,12
1816,2017-12-22,1,1,6
1817,2017-12-23,1,1,18
1818,2017-12-24,1,1,19
1819,2017-12-25,1,1,13
1820,2017-12-26,1,1,16
1821,2017-12-27,1,1,14
1822,2017-12-28,1,1,19
1823,2017-12-29,1,1,15
1824,2017-12-30,1,1,27
1825,2017-12-31,1,1,23
18990,2015-01-01,1,2,36
18991,2015-01-02,1,2,45
18992,2015-01-03,1,2,41
18993,2015-01-04,1,2,49
18994,2015-01-05,1,2,25
18995,2015-01-06,1,2,27
18996,2015-01-07,1,2,26
18997,2015-01-08,1,2,42
18998,2015-01-09,1,2,39
18999,2015-01-10,1,2,32
19000,2015-01-11,1,2,43
19001,2015-01-12,1,2,17
19002,2015-01-13,1,2,32
19003,2015-01-14,1,2,27
19004,2015-01-15,1,2,34
19005,2015-01-16,1,2,39
19006,2015-01-17,1,2,44
19007,2015-01-18,1,2,33
19008,2015-01-19,1,2,30
19009,2015-01-20,1,2,39
19010,2015-01-21,1,2,41
19011,2015-01-22,1,2,34
19012,2015-01-23,1,2,36
19013,2015-01-24,1,2,47
19014,2015-01-25,1,2,49
19015,2015-01-26,1,2,30
19016,2015-01-27,1,2,36
19017,2015-01-28,1,2,29
19018,2015-01-29,1,2,38
19019,2015-01-30,1,2,34
19020,2015-01-31,1,2,40
19021,2015-02-01,1,2,55
19022,2015-02-02,1,2,33
19023,2015-02-03,1,2,36
19024,2015-02-04,1,2,28
19025,2015-02-05,1,2,38
19026,2015-02-06,1,2,44
19027,2015-02-07,1,2,40
19028,2015-02-08,1,2,50
19029,2015-02-09,1,2,37
19030,2015-02-10,1,2,46
19031,2015-02-11,1,2,34
19032,2015-02-12,1,2,43
19033,2015-02-13,1,2,47
19034,2015-02-14,1,2,45
19035,2015-02-15,1,2,53
19036,2015-02-16,1,2,26
19037,2015-02-17,1,2,47
19038,2015-02-18,1,2,39
19039,2015-02-19,1,2,43
19040,2015-02-20,1,2,30
19041,2015-02-21,1,2,50
19042,2015-02-22,1,2,53
19043,2015-02-23,1,2,33
19044,2015-02-24,1,2,41
19045,2015-02-25,1,2,32
19046,2015-02-26,1,2,39
19047,2015-02-27,1,2,54
19048,2015-02-28,1,2,41
19049,2015-03-01,1,2,57
19050,2015-03-02,1,2,33
19051,2015-03-03,1,2,32
19052,2015-03-04,1,2,39
19053,2015-03-05,1,2,61
19054,2015-03-06,1,2,64
19055,2015-03-07,1,2,65
19056,2015-03-08,1,2,61
19057,2015-03-09,1,2,50
19058,2015-03-10,1,2,55
19059,2015-03-11,1,2,45
19060,2015-03-12,1,2,46
19061,2015-03-13,1,2,50
19062,2015-03-14,1,2,63
19063,2015-03-15,1,2,58
19064,2015-03-16,1,2,48
19065,2015-03-17,1,2,39
19066,2015-03-18,1,2,44
19067,2015-03-19,1,2,33
19068,2015-03-20,1,2,61
19069,2015-03-21,1,2,41
19070,2015-03-22,1,2,60
19071,2015-03-23,1,2,45
19072,2015-03-24,1,2,42
19073,2015-03-25,1,2,46
19074,2015-03-26,1,2,42
19075,2015-03-27,1,2,61
19076,2015-03-28,1,2,65
19077,2015-03-29,1,2,55
19078,2015-03-30,1,2,32
19079,2015-03-31,1,2,43
19080,2015-04-01,1,2,48
19081,2015-04-02,1,2,60
19082,2015-04-03,1,2,47
19083,2015-04-04,1,2,64
19084,2015-04-05,1,2,79
19085,2015-04-06,1,2,55
19086,2015-04-07,1,2,51
19087,2015-04-08,1,2,53
19088,2015-04-09,1,2,61
19089,2015-04-10,1,2,53
19090,2015-04-11,1,2,69
19091,2015-04-12,1,2,61
19092,2015-04-13,1,2,39
19093,2015-04-14,1,2,43
19094,2015-04-15,1,2,41
19095,2015-04-16,1,2,69
19096,2015-04-17,1,2,58
19097,2015-04-18,1,2,60
19098,2015-04-19,1,2,65
19099,2015-04-20,1,2,41
19100,2015-04-21,1,2,56
19101,2015-04-22,1,2,49
19102,2015-04-23,1,2,67
19103,2015-04-24,1,2,61
19104,2015-04-25,1,2,70
19105,2015-04-26,1,2,66
19106,2015-04-27,1,2,40
19107,2015-04-28,1,2,57
19108,2015-04-29,1,2,53
19109,2015-04-30,1,2,64
19110,2015-05-01,1,2,62
19111,2015-05-02,1,2,77
19112,2015-05-03,1,2,85
19113,2015-05-04,1,2,51
19114,2015-05-05,1,2,50
19115,2015-05-06,1,2,60
19116,2015-05-07,1,2,69
19117,2015-05-08,1,2,60
19118,2015-05-09,1,2,61
19119,2015-05-10,1,2,78
19120,2015-05-11,1,2,57
19121,2015-05-12,1,2,57
19122,2015-05-13,1,2,58
19123,2015-05-14,1,2,61
19124,2015-05-15,1,2,59
19125,2015-05-16,1,2,77
19126,2015-05-17,1,2,61
19127,2015-05-18,1,2,50
19128,2015-05-19,1,2,58
19129,2015-05-20,1,2,48
19130,2015-05-21,1,2,60
19131,2015-05-22,1,2,68
19132,2015-05-23,1,2,65
19133,2015-05-24,1,2,81
19134,2015-05-25,1,2,44
19135,2015-05-26,1,2,66
19136,2015-05-27,1,2,57
19137,2015-05-28,1,2,72
19138,2015-05-29,1,2,45
19139,2015-05-30,1,2,65
19140,2015-05-31,1,2,79
19141,2015-06-01,1,2,49
19142,2015-06-02,1,2,55
19143,2015-06-03,1,2,56
19144,2015-06-04,1,2,66
19145,2015-06-05,1,2,65
19146,2015-06-06,1,2,82
19147,2015-06-07,1,2,76
19148,2015-06-08,1,2,44
19149,2015-06-09,1,2,62
19150,2015-06-10,1,2,61
19151,2015-06-11,1,2,38
19152,2015-06-12,1,2,55
19153,2015-06-13,1,2,71
19154,2015-06-14,1,2,76
19155,2015-06-15,1,2,45
19156,2015-06-16,1,2,46
19157,2015-06-17,1,2,78
19158,2015-06-18,1,2,53
19159,2015-06-19,1,2,68
19160,2015-06-20,1,2,71
19161,2015-06-21,1,2,69
19162,2015-06-22,1,2,60
19163,2015-06-23,1,2,50
19164,2015-06-24,1,2,65
19165,2015-06-25,1,2,52
19166,2015-06-26,1,2,48
19167,2015-06-27,1,2,55
19168,2015-06-28,1,2,74
19169,2015-06-29,1,2,67
19170,2015-06-30,1,2,71
19171,2015-07-01,1,2,48
19172,2015-07-02,1,2,65
19173,2015-07-03,1,2,62
19174,2015-07-04,1,2,90
19175,2015-07-05,1,2,84
19176,2015-07-06,1,2,43
19177,2015-07-07,1,2,62
19178,2015-07-08,1,2,57
19179,2015-07-09,1,2,74
19180,2015-07-10,1,2,60
19181,2015-07-11,1,2,67
19182,2015-07-12,1,2,59
19183,2015-07-13,1,2,53
19184,2015-07-14,1,2,54
19185,2015-07-15,1,2,72
19186,2015-07-16,1,2,62
19187,2015-07-17,1,2,76
19188,2015-07-18,1,2,71
19189,2015-07-19,1,2,76
19190,2015-07-20,1,2,41
19191,2015-07-21,1,2,60
19192,2015-07-22,1,2,57
19193,2015-07-23,1,2,44
19194,2015-07-24,1,2,68
19195,2015-07-25,1,2,72
19196,2015-07-26,1,2,65
19197,2015-07-27,1,2,47
19198,2015-07-28,1,2,67
19199,2015-07-29,1,2,53
19200,2015-07-30,1,2,78
19201,2015-07-31,1,2,80
19202,2015-08-01,1,2,64
19203,2015-08-02,1,2,82
19204,2015-08-03,1,2,44
19205,2015-08-04,1,2,58
19206,2015-08-05,1,2,54
19207,2015-08-06,1,2,65
19208,2015-08-07,1,2,74
19209,2015-08-08,1,2,58
19210,2015-08-09,1,2,69
19211,2015-08-10,1,2,45
19212,2015-08-11,1,2,56
19213,2015-08-12,1,2,59
19214,2015-08-13,1,2,63
19215,2015-08-14,1,2,70
19216,2015-08-15,1,2,67
19217,2015-08-16,1,2,66
19218,2015-08-17,1,2,54
19219,2015-08-18,1,2,50
19220,2015-08-19,1,2,62
19221,2015-08-20,1,2,48
19222,2015-08-21,1,2,76
19223,2015-08-22,1,2,75
19224,2015-08-23,1,2,73
19225,2015-08-24,1,2,46
19226,2015-08-25,1,2,54
19227,2015-08-26,1,2,66
19228,2015-08-27,1,2,68
19229,2015-08-28,1,2,73
19230,2015-08-29,1,2,63
19231,2015-08-30,1,2,66
19232,2015-08-31,1,2,47
19233,2015-09-01,1,2,54
19234,2015-09-02,1,2,55
19235,2015-09-03,1,2,49
19236,2015-09-04,1,2,58
19237,2015-09-05,1,2,65
19238,2015-09-06,1,2,67
19239,2015-09-07,1,2,46
19240,2015-09-08,1,2,37
19241,2015-09-09,1,2,44
19242,2015-09-10,1,2,53
19243,2015-09-11,1,2,63
19244,2015-09-12,1,2,74
19245,2015-09-13,1,2,64
19246,2015-09-14,1,2,37
19247,2015-09-15,1,2,42
19248,2015-09-16,1,2,55
19249,2015-09-17,1,2,47
19250,2015-09-18,1,2,68
19251,2015-09-19,1,2,61
19252,2015-09-20,1,2,44
19253,2015-09-21,1,2,43
19254,2015-09-22,1,2,55
19255,2015-09-23,1,2,48
19256,2015-09-24,1,2,50
19257,2015-09-25,1,2,50
19258,2015-09-26,1,2,68
19259,2015-09-27,1,2,67
19260,2015-09-28,1,2,46
19261,2015-09-29,1,2,51
19262,2015-09-30,1,2,64
19263,2015-10-01,1,2,47
19264,2015-10-02,1,2,53
19265,2015-10-03,1,2,66
19266,2015-10-04,1,2,64
19267,2015-10-05,1,2,48
19268,2015-10-06,1,2,39
19269,2015-10-07,1,2,42
19270,2015-10-08,1,2,45
19271,2015-10-09,1,2,56
19272,2015-10-10,1,2,46
19273,2015-10-11,1,2,81
19274,2015-10-12,1,2,38
19275,2015-10-13,1,2,46
19276,2015-10-14,1,2,40
19277,2015-10-15,1,2,59
19278,2015-10-16,1,2,55
19279,2015-10-17,1,2,69
19280,2015-10-18,1,2,71
19281,2015-10-19,1,2,45
19282,2015-10-20,1,2,54
19283,2015-10-21,1,2,46
19284,2015-10-22,1,2,68
19285,2015-10-23,1,2,46
19286,2015-10-24,1,2,62
19287,2015-10-25,1,2,55
19288,2015-10-26,1,2,36
19289,2015-10-27,1,2,50
19290,2015-10-28,1,2,35
19291,2015-10-29,1,2,44
19292,2015-10-30,1,2,59
19293,2015-10-31,1,2,57
19294,2015-11-01,1,2,68
19295,2015-11-02,1,2,42
19296,2015-11-03,1,2,56
19297,2015-11-04,1,2,65
19298,2015-11-05,1,2,54
19299,2015-11-06,1,2,67
19300,2015-11-07,1,2,55
19301,2015-11-08,1,2,68
19302,2015-11-09,1,2,35
19303,2015-11-10,1,2,53
19304,2015-11-11,1,2,58
19305,2015-11-12,1,2,55
19306,2015-11-13,1,2,54
19307,2015-11-14,1,2,51
19308,2015-11-15,1,2,68
19309,2015-11-16,1,2,47
19310,2015-11-17,1,2,52
19311,2015-11-18,1,2,62
19312,2015-11-19,1,2,67
19313,2015-11-20,1,2,51
19314,2015-11-21,1,2,54
19315,2015-11-22,1,2,66
19316,2015-11-23,1,2,44
19317,2015-11-24,1,2,53
19318,2015-11-25,1,2,50
19319,2015-11-26,1,2,60
19320,2015-11-27,1,2,55
19321,2015-11-28,1,2,69
19322,2015-11-29,1,2,62
19323,2015-11-30,1,2,39
19324,2015-12-01,1,2,42
19325,2015-12-02,1,2,32
19326,2015-12-03,1,2,43
19327,2015-12-04,1,2,42
19328,2015-12-05,1,2,50
19329,2015-12-06,1,2,54
19330,2015-12-07,1,2,34
19331,2015-12-08,1,2,38
19332,2015-12-09,1,2,33
19333,2015-12-10,1,2,43
19334,2015-12-11,1,2,37
19335,2015-12-12,1,2,38
19336,2015-12-13,1,2,46
19337,2015-12-14,1,2,23
19338,2015-12-15,1,2,36
19339,2015-12-16,1,2,42
19340,2015-12-17,1,2,37
19341,2015-12-18,1,2,36
19342,2015-12-19,1,2,48
19343,2015-12-20,1,2,47
19344,2015-12-21,1,2,33
19345,2015-12-22,1,2,22
19346,2015-12-23,1,2,41
19347,2015-12-24,1,2,31
19348,2015-12-25,1,2,37
19349,2015-12-26,1,2,59
19350,2015-12-27,1,2,55
19351,2015-12-28,1,2,35
19352,2015-12-29,1,2,43
19353,2015-12-30,1,2,34
19354,2015-12-31,1,2,36
19355,2016-01-01,1,2,32
19356,2016-01-02,1,2,43
19357,2016-01-03,1,2,47
19358,2016-01-04,1,2,22
19359,2016-01-05,1,2,34
19360,2016-01-06,1,2,38
19361,2016-01-07,1,2,45
19362,2016-01-08,1,2,34
19363,2016-01-09,1,2,52
19364,2016-01-10,1,2,44
19365,2016-01-11,1,2,33
19366,2016-01-12,1,2,52
19367,2016-01-13,1,2,36
19368,2016-01-14,1,2,45
19369,2016-01-15,1,2,48
19370,2016-01-16,1,2,35
19371,2016-01-17,1,2,54
19372,2016-01-18,1,2,30
19373,2016-01-19,1,2,23
19374,2016-01-20,1,2,41
19375,2016-01-21,1,2,48
19376,2016-01-22,1,2,48
19377,2016-01-23,1,2,48
19378,2016-01-24,1,2,48
19379,2016-01-25,1,2,38
19380,2016-01-26,1,2,38
19381,2016-01-27,1,2,31
19382,2016-01-28,1,2,35
19383,2016-01-29,1,2,40
19384,2016-01-30,1,2,42
19385,2016-01-31,1,2,44
19386,2016-02-01,1,2,53
19387,2016-02-02,1,2,34
19388,2016-02-03,1,2,52
19389,2016-02-04,1,2,45
19390,2016-02-05,1,2,49
19391,2016-02-06,1,2,48
19392,2016-02-07,1,2,55
19393,2016-02-08,1,2,30
19394,2016-02-09,1,2,45
19395,2016-02-10,1,2,41
19396,2016-02-11,1,2,52
19397,2016-02-12,1,2,46
19398,2016-02-13,1,2,44
19399,2016-02-14,1,2,44
19400,2016-02-15,1,2,33
19401,2016-02-16,1,2,39
19402,2016-02-17,1,2,45
19403,2016-02-18,1,2,56
19404,2016-02-19,1,2,46
19405,2016-02-20,1,2,43
19406,2016-02-21,1,2,49
19407,2016-02-22,1,2,41
19408,2016-02-23,1,2,44
19409,2016-02-24,1,2,28
19410,2016-02-25,1,2,48
19411,2016-02-26,1,2,41
19412,2016-02-27,1,2,43
19413,2016-02-28,1,2,41
19414,2016-02-29,1,2,35
19415,2016-03-01,1,2,57
19416,2016-03-02,1,2,45
19417,2016-03-03,1,2,58
19418,2016-03-04,1,2,61
19419,2016-03-05,1,2,71
19420,2016-03-06,1,2,66
19421,2016-03-07,1,2,44
19422,2016-03-08,1,2,35
19423,2016-03-09,1,2,54
19424,2016-03-10,1,2,42
19425,2016-03-11,1,2,44
19426,2016-03-12,1,2,61
19427,2016-03-13,1,2,59
19428,2016-03-14,1,2,43
19429,2016-03-15,1,2,44
19430,2016-03-16,1,2,46
19431,2016-03-17,1,2,54
19432,2016-03-18,1,2,62
19433,2016-03-19,1,2,53
19434,2016-03-20,1,2,63
19435,2016-03-21,1,2,39
19436,2016-03-22,1,2,52
19437,2016-03-23,1,2,49
19438,2016-03-24,1,2,54
19439,2016-03-25,1,2,61
19440,2016-03-26,1,2,53
19441,2016-03-27,1,2,66
19442,2016-03-28,1,2,39
19443,2016-03-29,1,2,47
19444,2016-03-30,1,2,49
19445,2016-03-31,1,2,57
19446,2016-04-01,1,2,73
19447,2016-04-02,1,2,58
19448,2016-04-03,1,2,85
19449,2016-04-04,1,2,48
19450,2016-04-05,1,2,52
19451,2016-04-06,1,2,67
19452,2016-04-07,1,2,54
19453,2016-04-08,1,2,71
19454,2016-04-09,1,2,68
19455,2016-04-10,1,2,74
19456,2016-04-11,1,2,36
19457,2016-04-12,1,2,55
19458,2016-04-13,1,2,56
19459,2016-04-14,1,2,71
19460,2016-04-15,1,2,60
19461,2016-04-16,1,2,66
19462,2016-04-17,1,2,60
19463,2016-04-18,1,2,45
19464,2016-04-19,1,2,50
19465,2016-04-20,1,2,57
19466,2016-04-21,1,2,60
19467,2016-04-22,1,2,65
19468,2016-04-23,1,2,71
19469,2016-04-24,1,2,56
19470,2016-04-25,1,2,36
19471,2016-04-26,1,2,59
19472,2016-04-27,1,2,62
19473,2016-04-28,1,2,59
19474,2016-04-29,1,2,52
19475,2016-04-30,1,2,65
19476,2016-05-01,1,2,87
19477,2016-05-02,1,2,54
19478,2016-05-03,1,2,67
19479,2016-05-04,1,2,57
19480,2016-05-05,1,2,50
19481,2016-05-06,1,2,85
19482,2016-05-07,1,2,82
19483,2016-05-08,1,2,64
19484,2016-05-09,1,2,49
19485,2016-05-10,1,2,58
19486,2016-05-11,1,2,71
19487,2016-05-12,1,2,68
19488,2016-05-13,1,2,61
19489,2016-05-14,1,2,74
19490,2016-05-15,1,2,65
19491,2016-05-16,1,2,50
19492,2016-05-17,1,2,61
19493,2016-05-18,1,2,51
19494,2016-05-19,1,2,69
19495,2016-05-20,1,2,78
19496,2016-05-21,1,2,65
19497,2016-05-22,1,2,76
19498,2016-05-23,1,2,50
19499,2016-05-24,1,2,62
19500,2016-05-25,1,2,54
19501,2016-05-26,1,2,65
19502,2016-05-27,1,2,60
19503,2016-05-28,1,2,81
19504,2016-05-29,1,2,79
19505,2016-05-30,1,2,48
19506,2016-05-31,1,2,62
19507,2016-06-01,1,2,68
19508,2016-06-02,1,2,60
19509,2016-06-03,1,2,77
19510,2016-06-04,1,2,103
19511,2016-06-05,1,2,66
19512,2016-06-06,1,2,52
19513,2016-06-07,1,2,63
19514,2016-06-08,1,2,61
19515,2016-06-09,1,2,62
19516,2016-06-10,1,2,51
19517,2016-06-11,1,2,84
19518,2016-06-12,1,2,77
19519,2016-06-13,1,2,51
19520,2016-06-14,1,2,70
19521,2016-06-15,1,2,56
19522,2016-06-16,1,2,61
19523,2016-06-17,1,2,71
19524,2016-06-18,1,2,97
19525,2016-06-19,1,2,96
19526,2016-06-20,1,2,54
19527,2016-06-21,1,2,62
19528,2016-06-22,1,2,69
19529,2016-06-23,1,2,80
19530,2016-06-24,1,2,66
19531,2016-06-25,1,2,82
19532,2016-06-26,1,2,70
19533,2016-06-27,1,2,57
19534,2016-06-28,1,2,60
19535,2016-06-29,1,2,65
19536,2016-06-30,1,2,71
19537,2016-07-01,1,2,85
19538,2016-07-02,1,2,95
19539,2016-07-03,1,2,90
19540,2016-07-04,1,2,63
19541,2016-07-05,1,2,74
19542,2016-07-06,1,2,75
19543,2016-07-07,1,2,82
19544,2016-07-08,1,2,90
19545,2016-07-09,1,2,74
19546,2016-07-10,1,2,89
19547,2016-07-11,1,2,61
19548,2016-07-12,1,2,75
19549,2016-07-13,1,2,61
19550,2016-07-14,1,2,79
19551,2016-07-15,1,2,66
19552,2016-07-16,1,2,84
19553,2016-07-17,1,2,104
19554,2016-07-18,1,2,74
19555,2016-07-19,1,2,59
19556,2016-07-20,1,2,63
19557,2016-07-21,1,2,74
19558,2016-07-22,1,2,75
19559,2016-07-23,1,2,79
19560,2016-07-24,1,2,80
19561,2016-07-25,1,2,62
19562,2016-07-26,1,2,66
19563,2016-07-27,1,2,70
19564,2016-07-28,1,2,71
19565,2016-07-29,1,2,84
19566,2016-07-30,1,2,89
19567,2016-07-31,1,2,94
19568,2016-08-01,1,2,60
19569,2016-08-02,1,2,53
19570,2016-08-03,1,2,58
19571,2016-08-04,1,2,56
19572,2016-08-05,1,2,61
19573,2016-08-06,1,2,65
19574,2016-08-07,1,2,84
19575,2016-08-08,1,2,48
19576,2016-08-09,1,2,65
19577,2016-08-10,1,2,55
19578,2016-08-11,1,2,64
19579,2016-08-12,1,2,76
19580,2016-08-13,1,2,65
19581,2016-08-14,1,2,100
19582,2016-08-15,1,2,55
19583,2016-08-16,1,2,52
19584,2016-08-17,1,2,57
19585,2016-08-18,1,2,67
19586,2016-08-19,1,2,60
19587,2016-08-20,1,2,66
19588,2016-08-21,1,2,88
19589,2016-08-22,1,2,47
19590,2016-08-23,1,2,58
19591,2016-08-24,1,2,71
19592,2016-08-25,1,2,60
19593,2016-08-26,1,2,82
19594,2016-08-27,1,2,81
19595,2016-08-28,1,2,89
19596,2016-08-29,1,2,60
19597,2016-08-30,1,2,50
19598,2016-08-31,1,2,63
19599,2016-09-01,1,2,53
19600,2016-09-02,1,2,74
19601,2016-09-03,1,2,84
19602,2016-09-04,1,2,77
19603,2016-09-05,1,2,47
19604,2016-09-06,1,2,55
19605,2016-09-07,1,2,59
19606,2016-09-08,1,2,56
19607,2016-09-09,1,2,51
19608,2016-09-10,1,2,59
19609,2016-09-11,1,2,62
19610,2016-09-12,1,2,46
19611,2016-09-13,1,2,51
19612,2016-09-14,1,2,67
19613,2016-09-15,1,2,52
19614,2016-09-16,1,2,47
19615,2016-09-17,1,2,66
19616,2016-09-18,1,2,71
19617,2016-09-19,1,2,52
19618,2016-09-20,1,2,52
19619,2016-09-21,1,2,64
19620,2016-09-22,1,2,56
19621,2016-09-23,1,2,60
19622,2016-09-24,1,2,76
19623,2016-09-25,1,2,91
19624,2016-09-26,1,2,51
19625,2016-09-27,1,2,45
19626,2016-09-28,1,2,57
19627,2016-09-29,1,2,59
19628,2016-09-30,1,2,67
19629,2016-10-01,1,2,69
19630,2016-10-02,1,2,64
19631,2016-10-03,1,2,39
19632,2016-10-04,1,2,51
19633,2016-10-05,1,2,56
19634,2016-10-06,1,2,61
19635,2016-10-07,1,2,56
19636,2016-10-08,1,2,70
19637,2016-10-09,1,2,66
19638,2016-10-10,1,2,51
19639,2016-10-11,1,2,54
19640,2016-10-12,1,2,51
19641,2016-10-13,1,2,67
19642,2016-10-14,1,2,80
19643,2016-10-15,1,2,62
19644,2016-10-16,1,2,66
19645,2016-10-17,1,2,46
19646,2016-10-18,1,2,50
19647,2016-10-19,1,2,59
19648,2016-10-20,1,2,62
19649,2016-10-21,1,2,51
19650,2016-10-22,1,2,70
19651,2016-10-23,1,2,69
19652,2016-10-24,1,2,49
19653,2016-10-25,1,2,58
19654,2016-10-26,1,2,49
19655,2016-10-27,1,2,52
19656,2016-10-28,1,2,67
19657,2016-10-29,1,2,59
